car,model,price,body,mileage,engV,engType,PurchaseYear,drive,PurchaseMonth
Opel,Astra J,10600,vagon,110,1.3,Diesel,2013,front,Mar
Volkswagen,Jetta,21500,sedan,1,1.4,Petrol,2015,front,Apr
Mercedes-Benz,Sprinter 212 ïàññ.,15000,crossover,400,3,Diesel,1997,full,May
Ford,Explorer,64300,crossover,1,3.5,Petrol,2013,full,Jun
BMW,525,6800,sedan,297,2.5,Petrol,2000,rear,Jul
GAZ,21,2000,sedan,1,2.4,Petrol,1969,front,Aug
Peugeot,206,4100,hatch,216,1.1,Petrol,2005,front,Sep
Opel,Calibra,6000,other,240,2,Petrol,1992,front,Oct
VAZ,2107,1050,sedan,29,1.5,Petrol,1996,rear,Nov
Lexus,LS 460,19900,sedan,150,4.6,Petrol,2007,rear,Dec
Opel,Rekord,1300,sedan,250,2.2,Petrol,1986,rear,Jan
Toyota,Land Cruiser Prado,21500,crossover,135,2,Gas,2007,full,Feb
Land Rover,Range Rover,22000,crossover,240,4.4,Petrol,2003,full,Mar
Mitsubishi,Outlander,10600,crossover,85,2.21,Gas,2006,full,Apr
Ford,Mondeo,16900,sedan,79,2,Petrol,2012,front,May
GAZ,2410,1500,other,60,2.5,Petrol,1984,front,Jun
Smart,Fortwo,9500,other,32,1,Petrol,2008,rear,Jul
Subaru,Forester,10500,crossover,245,2,Gas,2005,full,Aug
Renault,Trafic ãðóç.,10100,van,164,2,Diesel,2012,front,Sep
Ford,Fiesta,10499,hatch,54,1.4,Petrol,2012,front,Oct
Audi,A4,12450,vagon,1,2,Diesel,2008,front,Nov
Volkswagen,T4 (Transporter) ïàññ.,9700,van,255,2.5,Diesel,2002,front,Dec
Volkswagen,Golf II,2200,hatch,260,1.8,Gas,1987,front,Jan
Fiat,Doblo ãðóç.,8950,van,163,1.4,Gas,2012,front,Feb
Ford,Mustang,56900,other,1,2.3,Petrol,2016,rear,Mar
Mercedes-Benz,S 350,144900,sedan,16,3,Diesel,2014,full,Apr
BMW,M5,24500,sedan,114,4.67,Petrol,2005,rear,May
Mercedes-Benz,E-Class,7300,vagon,380,2.9,Diesel,1997,rear,Jun
Volkswagen,T3 (Transporter),725,van,320,1.6,Diesel,1985,rear,Jul
BMW,X5,30500,crossover,147,3,Diesel,2008,full,Aug
VAZ,21093,2650,hatch,210,1.5,Petrol,1998,front,Sep
Nissan,Almera,6500,sedan,383,1.69,Other,2008,front,Oct
Kia,Cerato,6300,sedan,138,1.6,Petrol,2006,front,Nov
Lexus,GS 300,15000,sedan,146,3,Petrol,2006,rear,Dec
Ford,Focus,4500,vagon,245,1.6,Petrol,2003,front,Jan
Volkswagen,Sharan,4100,van,345,1.9,Diesel,2002,front,Feb
Opel,Omega,2150,sedan,260,1.8,Petrol,1988,rear,Mar
Lexus,LX 470,19990,crossover,275,4.7,Gas,2004,full,Apr
VAZ,2110,2800,sedan,198,1.6,Petrol,2002,front,May
Mazda,626,1100,hatch,448,1.6,Petrol,1986,front,Jun
Toyota,Yaris,3900,hatch,160,1,Petrol,1999,front,Jul
Honda,CR-V,41000,crossover,93.5,1.6,Diesel,2016,full,Aug
Citroen,C3 Picasso,11400,hatch,124,1.4,Petrol,2011,front,Sep
BMW,530,52300,sedan,55,3,Diesel,2013,full,Oct
Kia,Pro Ceed,8400,other,112,1.4,Petrol,2008,front,Nov
Mercedes-Benz,Vito ïàññ.,17800,van,145,2.2,Diesel,2010,rear,Dec
Skoda,Octavia A5,11500,vagon,148,1.8,Petrol,2010,front,Jan
Smart,Fortwo,11900,other,7,1,Petrol,2014,rear,Feb
Volkswagen,Golf II,2200,hatch,400,1.3,Other,1987,front,Mar
Mercedes-Benz,Vito ïàññ.,5500,other,250,2.2,Diesel,2002,front,Apr
Ford,Transit Connect ïàññ.,5600,van,283,1.8,Diesel,2004,front,May
Dodge,Ram Van,7200,van,450,2.5,Diesel,2003,front,Jun
Volkswagen,Polo,5000,hatch,220,1.4,Petrol,2003,front,Jul
Opel,Vivaro ïàññ.,12400,van,214,2,Diesel,2008,front,Aug
VAZ,2108,1250,hatch,1,1.3,Petrol,1988,front,Sep
Mitsubishi,Lancer X,8100,sedan,113,2,Petrol,2007,front,Oct
Nissan,Teana,15500,sedan,115,2.5,Gas,2011,front,Nov
Honda,Accord,28500,other,56,2.4,Petrol,2014,front,Dec
Nissan,Leaf,16800,hatch,13,0.56,Other,2014,front,Jan
Renault,Megane,11300,vagon,184,1.5,Diesel,2011,front,Feb
Honda,Accord,27600,other,58,2.4,Petrol,2015,front,Mar
Skoda,Fabia,7650,hatch,161,1.2,Petrol,2011,front,Apr
Tesla,Model X,176900,crossover,7.5,0.85,Other,2016,full,May
Renault,Dokker ïàññ.,15635.1,vagon,160,1.5,Diesel,2016,front,Jun
Smart,Fortwo,7100,other,100,1,Petrol,2008,rear,Jul
Mercedes-Benz,E-Class,5200,sedan,370,2,Petrol,1997,rear,Aug
Renault,Master ïàññ.,6950,van,310,2.5,Diesel,2005,front,Sep
Infiniti,EX 37,28000,crossover,34,3.7,Petrol,2010,full,Oct
BMW,530,10600,sedan,1,3,Diesel,2000,rear,Nov
VAZ,2110,2850,sedan,230,1.6,Petrol,2007,front,Dec
Lexus,RX 350,87200,crossover,1,3.5,Petrol,2016,full,Jan
BMW,730,8700,sedan,355,3,Diesel,2000,rear,Feb
Opel,Vectra A,3300,hatch,10,1.8,Gas,1993,front,Mar
Audi,A3,15900,hatch,160,1.4,Petrol,2011,front,Apr
Kia,Ceed,8900,hatch,76,1.6,Petrol,2008,front,May
Hyundai,Elantra,8960,other,60,1.6,Other,2011,front,Jun
Mercedes-Benz,S 500,185555,other,115,4.7,Petrol,2016,full,Jul
VAZ,2171,5000,vagon,97,1.6,Gas,2011,front,Aug
VAZ,2121,3000,other,54,1.6,Gas,1981,full,Sep
Fiat,Doblo ïàññ.,7500,vagon,200,1.9,Diesel,2007,front,Oct
Citroen,C-Elysee,2850,sedan,5,1.6,Diesel,2013,front,Nov
Mitsubishi,Pajero,5500,crossover,1,2,Petrol,1986,full,Dec
Mitsubishi,Pajero Wagon,10500,crossover,95,3.2,Diesel,2008,full,Jan
Volkswagen,Golf III,3350,hatch,122,1.4,Petrol,1993,front,Feb
Dodge,RAM,32900,other,53,5.7,Gas,2010,full,Mar
Volkswagen,Jetta,2500,sedan,440,1.6,Diesel,1991,front,Apr
Audi,A6,9700,vagon,189,2.5,Diesel,2003,full,May
BMW,X6,32000,crossover,108,3,Petrol,2008,full,Jun
Renault,Fluence,20007,sedan,2,1.5,Diesel,2015,front,Jul
Lifan,520,3750,sedan,30,1.3,Petrol,2007,front,Aug
VAZ,2110,4300,sedan,87,1.6,Petrol,2008,front,Sep
ZAZ,Vida,7950,sedan,30,1.5,Gas,2015,front,Oct
Lexus,GS 350,19500,sedan,116,3.5,Other,2007,full,Nov
Ford,Mondeo,3500,vagon,267,1.8,Diesel,1996,front,Dec
BMW,735,6500,sedan,388,3.5,Petrol,1998,rear,Jan
Ford,Edge,58915,crossover,110,1.88,Other,2016,front,Feb
Hyundai,IX35,16700,crossover,22,2,Petrol,2011,full,Mar
Citroen,C1,8300,hatch,23,1,Petrol,2013,front,Apr
Volkswagen,T5 (Transporter) ãðóç,11500,van,100,2,Diesel,2010,front,May
Land Rover,Discovery,16700,crossover,240,4.4,Petrol,2005,full,Jun
Audi,A1,14500,hatch,60,1.2,Petrol,2011,front,Jul
Chery,Amulet,3900,sedan,70,1.6,Gas,2007,front,Aug
Peugeot,107,9000,hatch,33,1,Petrol,2012,front,Sep
Mitsubishi,Lancer,8260,sedan,65,1.5,Petrol,2011,front,Oct
Audi,S8,11800,sedan,240,4.2,Gas,2001,full,Nov
Mercedes-Benz,S 140,6500,sedan,435,3.2,Petrol,1994,rear,Dec
Renault,Dokker ïàññ.,15672.15,van,160,1.5,Diesel,2016,front,Jan
Skoda,Octavia,6000,sedan,250,1.8,Petrol,2004,front,Feb
Mercedes-Benz,C-Class,38000,sedan,42,1.6,Petrol,2014,rear,Mar
Nissan,Primera,8700,sedan,122,1.9,Gas,2005,front,Apr
VAZ,2101,2700,sedan,47,1.2,Petrol,1984,rear,May
Renault,Megane,11999,vagon,188,1.5,Other,2012,front,Jun
BMW,328,5900,sedan,10,2.8,Petrol,1989,rear,Jul
Mercedes-Benz,B 180,12900,hatch,150,2,Diesel,2008,front,Aug
Toyota,Land Cruiser 80,10500,crossover,140,4.2,Diesel,1993,full,Sep
BMW,323,7998,sedan,253,2.5,Petrol,1998,rear,Oct
Smart,Fortwo,5500,other,115,0.6,Petrol,2001,rear,Nov
Alfa Romeo,159,11900,sedan,156,2.2,Petrol,2008,front,Dec
Lexus,ES 350,17990,sedan,126,3.5,Petrol,2007,front,Jan
Jeep,Wrangler,63500,crossover,1,3.6,Petrol,2016,full,Feb
Honda,CR-V,22000,crossover,92,2,Gas,2011,full,Mar
Audi,R8,95000,other,30,5.2,Petrol,2010,full,Apr
Ford,Scorpio,1852.5,hatch,300,2,Petrol,1985,rear,May
Mercedes-Benz,S 500,189999,other,115,4.7,Petrol,2016,full,Jun
VAZ,2106,850,sedan,110,1.3,Petrol,1985,rear,Jul
Peugeot,407,7400,sedan,84,2,Petrol,2006,front,Aug
Mitsubishi,Lancer X,8700,sedan,143,2,Gas,2007,front,Sep
Smart,Fortwo,6200,other,1,1,Petrol,2003,rear,Oct
Jeep,Grand Cherokee,8900,other,210,5.2,Gas,1996,full,Nov
Nissan,Micra,7000,hatch,96,1.2,Gas,2006,front,Dec
Opel,Omega,1600,sedan,270,2,Gas,1988,rear,Jan
Mercedes-Benz,GL 350,111999,crossover,69.5,3,Diesel,2016,full,Feb
Lexus,GS 300,7300,sedan,360,3,Petrol,1998,rear,Mar
Chevrolet,Evanda,6500,sedan,160,2,Gas,2005,front,Apr
Opel,Vivaro ïàññ.,9500,van,152,1.9,Diesel,2004,front,May
Honda,Accord,8900,sedan,205,2.4,Other,2005,front,Jun
Seat,Toledo,2250,hatch,247,1.8,Gas,1992,front,Jul
BMW,X5,17800,crossover,265,3,Diesel,2005,full,Aug
Kia,Sportage,17700,crossover,93,2,Gas,2012,full,Sep
Citroen,C4 Picasso,7999,vagon,158,2,Petrol,2008,front,Oct
Mercedes-Benz,Vito ïàññ.,10900,van,360,2.2,Other,2006,rear,Nov
Subaru,Impreza,8000,sedan,155,2,Petrol,2006,full,Dec
Peugeot,Partner ïàññ.,5200,van,290,1.6,Diesel,2007,front,Jan
Mercedes-Benz,S 350,2400,sedan,237,3.8,Petrol,1983,rear,Feb
Mitsubishi,Pajero Wagon,10999,other,281,3,Gas,2003,full,Mar
Renault,Kangoo ãðóç.,6450,van,186,1.5,Diesel,2011,front,Apr
Kia,Optima,16900,sedan,72,2,Petrol,2012,front,May
Opel,Vectra C,9500,sedan,126,2.2,Petrol,2007,front,Jun
Toyota,Highlander,23660,crossover,125,3.5,Gas,2013,full,Jul
Audi,100,4000,sedan,315,2.3,Gas,1991,front,Aug
Chery,Tiggo,9600,crossover,48,1.8,Gas,2013,front,Sep
Kia,Sportage,17300,crossover,58,1.7,Diesel,2012,front,Oct
GAZ,21,1100,sedan,35,11.94,Gas,1962,rear,Nov
Opel,Vivaro ãðóç.,11100,other,126,2,Diesel,2011,front,Dec
Volkswagen,Caddy ïàññ.,8900,van,100,1.4,Gas,2009,front,Jan
VAZ,1119,3300,hatch,130,1.6,Petrol,2007,front,Feb
Geely,CK1,3999,sedan,120,1.5,Gas,2007,front,Mar
Volkswagen,Passat B7,18000,sedan,110,2,Diesel,2013,front,Apr
Mazda,626,2900,sedan,213,1.8,Gas,1989,front,May
VAZ,2108,1800,hatch,1,1.3,Gas,1991,front,Jun
BMW,750,41000,sedan,97,4.4,Petrol,2011,full,Jul
VAZ,2106,1600,sedan,126,1.6,Gas,1979,rear,Aug
Hyundai,Accent,9700,sedan,12,1.4,Petrol,2011,front,Sep
Volkswagen,T4 (Transporter) ïàññ.,7750,van,265,1.9,Diesel,2002,front,Oct
Fiat,Doblo ïàññ.,7100,other,201,1.9,Diesel,2006,front,Nov
Volkswagen,T4 (Transporter) ãðóç,5699,van,258,2.5,Diesel,2001,front,Dec
VAZ,2114,4000,hatch,86,1.6,Petrol,2012,front,Jan
ZAZ,Vida,8200,sedan,70,1.4,Petrol,2013,front,Feb
Audi,A8,14300,other,80,4.2,Petrol,2004,full,Mar
Seat,Ibiza,7800,other,83,1.4,Petrol,2008,front,Apr
Skoda,Fabia,7100,vagon,145,1.4,Petrol,2007,front,May
Mercedes-Benz,E-Class,5500,sedan,269,2.2,Petrol,1994,rear,Jun
Chery,Amulet,2900,sedan,128,1.6,Petrol,2008,front,Jul
Mercedes-Benz,Vito ïàññ.,12000,other,218,2.2,Diesel,2007,rear,Aug
Mercedes-Benz,C-Class,6800,sedan,186,2.04,Petrol,1998,rear,Sep
Mitsubishi,L 200,9900,other,200,2.5,Diesel,2007,full,Oct
BMW,520,6399,sedan,282,2,Petrol,1995,rear,Nov
BMW,318,5300,sedan,204,1.8,Petrol,1993,rear,Dec
Volkswagen,Jetta,11900,sedan,144,1.6,Gas,2009,front,Jan
Daewoo,Nubira,3100,sedan,225,1.6,Gas,2003,front,Feb
Citroen,Berlingo ïàññ.,5900,other,120,1.4,Petrol,2006,front,Mar
Mitsubishi,Lancer X,9500,sedan,136,2,Petrol,2008,front,Apr
Hyundai,Coupe,6000,other,275,2,Petrol,2002,front,May
Renault,Kangoo ãðóç.,7400,van,120,1.5,Diesel,2012,front,Jun
Renault,Kangoo ãðóç.,7400,van,156,1.5,Diesel,2012,front,Jul
VAZ,2170,3850,sedan,140,1.6,Petrol,2008,front,Aug
Renault,Trafic ãðóç.,9100,van,166,2,Diesel,2012,front,Sep
Fiat,Qubo ïàññ.,7700,van,130,1.4,Gas,2010,front,Oct
Renault,Kangoo ïàññ.,12500,vagon,150,1.5,Diesel,2011,front,Nov
Daewoo,Matiz,5000,hatch,45,0.8,Petrol,2011,front,Dec
Volkswagen,Passat B7,19999,sedan,107,1.8,Petrol,2011,front,Jan
Ford,Escort,1199,hatch,1,1.3,Petrol,1988,front,Feb
Volkswagen,Tiguan,32400,crossover,50,2,Diesel,2014,full,Mar
Renault,Kangoo ãðóç.,6600,van,184,1.5,Diesel,2012,front,Apr
Volkswagen,Touareg,18200,crossover,179,2.5,Diesel,2007,full,May
Citroen,DS3,12999,hatch,78,1.4,Diesel,2013,front,Jun
Mercedes-Benz,E-Class,12950,sedan,197,2.7,Diesel,2002,rear,Jul
Opel,Astra H,8150,vagon,180,1.3,Diesel,2008,front,Aug
Volkswagen,Polo,8950,sedan,140,1.6,Petrol,2012,front,Sep
Mitsubishi,Grandis,11100,vagon,132,2.4,Gas,2006,front,Oct
Chevrolet,Aveo,5450,hatch,88,1.5,Other,2008,front,Nov
Honda,CR-V,5999,crossover,260,2,Gas,2000,front,Dec
Subaru,Outback,11099.5,crossover,114,3,Petrol,2009,full,Jan
BMW,X3,37700,crossover,108,3,Petrol,2011,full,Feb
VAZ,2108,1350,hatch,21,1.3,Petrol,1988,front,Mar
Seat,Ibiza,9900,vagon,178,1.2,Diesel,2012,front,Apr
Volkswagen,Polo,8950,sedan,133,1.6,Petrol,2012,front,May
Toyota,Corolla,9950,sedan,140,1.4,Petrol,2012,front,Jun
Smart,Fortwo,5400,hatch,143,0.8,Diesel,2004,rear,Jul
Renault,Megane,11950,vagon,177,1.5,Diesel,2011,front,Aug
VAZ,2101,507.585,sedan,165,1.58,Other,1977,rear,Sep
VAZ,2114,4350,hatch,115,1.6,Gas,2011,front,Oct
Volkswagen,Touareg,6300,crossover,213,2.5,Diesel,2004,full,Nov
BMW,318,3999,sedan,238,1.8,Petrol,1996,rear,Dec
Chery,QQ,3150,hatch,70,1.1,Petrol,2008,front,Jan
Peugeot,607,2350,sedan,203,2.2,Diesel,2002,front,Feb
Skoda,Superb,4700,sedan,215,1.9,Diesel,2007,front,Mar
BMW,X6,47777,crossover,142,3,Other,2011,full,Apr
GAZ,21,2000,sedan,70,70,Petrol,1968,rear,May
Fiat,Doblo ãðóç.,7000,van,127,1.3,Diesel,2013,front,Jun
Nissan,Note,8700,hatch,77,1.4,Petrol,2011,front,Jul
BMW,6 Series Gran Coupe,85555,sedan,10,3,Other,2015,full,Aug
Peugeot,Partner ãðóç.,6000,van,210,1.6,Diesel,2007,front,Sep
Opel,Vectra A,2900,sedan,294,1.6,Petrol,1992,front,Oct
Toyota,Corolla,11400,sedan,118,1.4,Petrol,2010,front,Nov
Nissan,Primera,7900,vagon,133,1.8,Gas,2006,front,Dec
Peugeot,607,5500,sedan,214,2.7,Diesel,2007,full,Jan
VAZ,2101,400,sedan,10,1.1,Petrol,1982,rear,Feb
Suzuki,SX4,11900,crossover,59,1.6,Petrol,2014,front,Mar
Toyota,Celica,9800,other,250,1.8,Petrol,2000,front,Apr
VAZ,2106,1300,sedan,114,1.3,Petrol,1991,rear,May
Opel,Astra H,9550,hatch,67,1.6,Petrol,2012,front,Jun
Porsche,Cayenne,55555,crossover,75,4.8,Petrol,2011,full,Jul
Peugeot,3008,10700,vagon,85,1.6,Gas,2011,front,Aug
Opel,Corsa,2754,hatch,297,1,Gas,2000,front,Sep
VAZ,2104,1299,vagon,78,1.5,Gas,1996,rear,Oct
Mitsubishi,Outlander XL,22900,crossover,69,2.4,Petrol,2014,full,Nov
Mitsubishi,Outlander,22900,crossover,69,2.4,Petrol,2014,full,Dec
Peugeot,308,9900,hatch,63,1.6,Diesel,2012,front,Jan
Mercedes-Benz,Vito ïàññ.,11500,van,307,2.2,Diesel,2007,rear,Feb
Skoda,Superb,8300,sedan,271,1.8,Petrol,2008,front,Mar
Honda,Accord,3500,sedan,100,2.4,Other,2007,front,Apr
Aston Martin,Rapide,125000,sedan,12,6,Petrol,2011,rear,May
Infiniti,FX 35,26300,crossover,120,3.5,Other,2009,full,Jun
Audi,A5,33900,sedan,58,2,Petrol,2014,full,Jul
Mercedes-Benz,ML 350,50800,crossover,30,3.5,Diesel,2013,full,Aug
Dodge,RAM,81000,other,1,3,Diesel,2016,full,Sep
Audi,R8,98000,other,12,5.2,Petrol,2012,full,Oct
Mercedes-Benz,G 55 AMG,60000,crossover,140,5.5,Gas,2008,full,Nov
Lexus,NX 200,50500,crossover,9,2,Petrol,2016,full,Dec
BMW,M5,30000,sedan,78,3.8,Petrol,1993,rear,Jan
Mercedes-Benz,G 55 AMG,63000,crossover,86,5.5,Petrol,2009,full,Feb
BMW,525,1900,vagon,285,2.5,Diesel,1997,rear,Mar
Skoda,Octavia Tour,11700,sedan,190,1.8,Gas,2008,front,Apr
Opel,Omega,5600,sedan,170,3.2,Petrol,2002,rear,May
Ford,Focus,10200,vagon,115,1.6,Petrol,2012,front,Jun
Renault,Kangoo ãðóç.,6299,van,66,1.5,Diesel,2012,front,Jul
Volkswagen,Golf IV,5000,hatch,190,1.6,Petrol,1998,front,Aug
Daewoo,Espero,2500,sedan,360,2,Petrol,1998,front,Sep
Chevrolet,Lacetti,6200,hatch,70,1.6,Petrol,2009,front,Oct
Volkswagen,Touareg,4000,crossover,137,2.5,Diesel,2004,full,Nov
Ford,Tourneo Connect ïàññ.,16000,van,26,1.6,Diesel,2014,front,Dec
Kia,Rio,3400,sedan,140,1.3,Petrol,2002,front,Jan
BMW,Alpina,13700,sedan,99,4.4,Petrol,2013,full,Feb
Ford,Mondeo,7099,sedan,182,2,Petrol,2006,front,Mar
Toyota,Rav 4,8200,crossover,200,2,Gas,2002,full,Apr
VAZ,21099,3300,sedan,170,1.5,Gas,2005,front,May
Renault,Kangoo ãðóç.,7300,van,125,1.5,Diesel,2012,front,Jun
BMW,535,5500,sedan,200,3.5,Gas,1998,rear,Jul
Renault,Kangoo ãðóç.,7300,van,154,1.5,Diesel,2012,front,Aug
VAZ,2108,2300,hatch,15,1.5,Petrol,1994,front,Sep
Renault,Kangoo ãðóç.,6700,van,102,1.5,Diesel,2012,front,Oct
VAZ,2109,2700,sedan,135,1.5,Gas,2005,front,Nov
Renault,Kangoo ãðóç.,7200,van,101,1.5,Diesel,2012,front,Dec
Mercedes-Benz,E-Class,5500,sedan,360,2,Gas,1994,rear,Jan
Renault,Kangoo ãðóç.,7100,van,171,1.5,Diesel,2013,front,Feb
Hyundai,IX35,17599,crossover,58,2,Petrol,2011,front,Mar
Renault,Kangoo ãðóç.,6700,van,160,1.5,Diesel,2012,front,Apr
SsangYong,Rexton II,11699,crossover,130,2.7,Diesel,2008,full,May
Renault,Kangoo ãðóç.,7150,van,142,1.5,Diesel,2012,front,Jun
Renault,Kangoo ãðóç.,7800,van,139,1.5,Diesel,2013,front,Jul
Renault,Kangoo ãðóç.,7200,van,146,1.5,Diesel,2012,front,Aug
Renault,Kangoo ãðóç.,6700,van,118,1.5,Diesel,2012,front,Sep
Renault,Kangoo ãðóç.,7200,van,123,1.5,Diesel,2012,front,Oct
Nissan,TIIDA,8399,sedan,34,1.6,Petrol,2008,front,Nov
Skoda,Fabia,7500,hatch,63,1.2,Petrol,2012,front,Dec
Opel,Vivaro ãðóç.,10800,van,136,2,Diesel,2012,front,Jan
Hyundai,Getz,7400,hatch,59,1.4,Petrol,2008,front,Feb
Opel,Vectra B,5400,sedan,185,2,Petrol,1998,front,Mar
Kia,Rio,6900,sedan,79,1.4,Other,2010,front,Apr
Volkswagen,Caddy ïàññ.,7700,van,157,1.9,Diesel,2006,front,May
Hyundai,Tucson,36500,crossover,106,2,Diesel,2016,full,Jun
Volvo,XC60,40300,crossover,2,2,Diesel,2016,full,Jul
Renault,Kangoo ïàññ.,7850,van,187,1.5,Diesel,2010,front,Aug
Mercedes-Benz,S 400,159999,other,87,3,Petrol,2016,full,Sep
Hyundai,Galloper,2100,crossover,230,2.5,Diesel,1998,full,Oct
Skoda,Fabia,7000,hatch,89,1.4,Petrol,2010,front,Nov
Kia,Ceed,8500,hatch,120,1.6,Diesel,2008,front,Dec
Porsche,Cayenne,20700,crossover,153,4.8,Petrol,2007,full,Jan
Volkswagen,Jetta,16950,sedan,38,2,Diesel,2014,front,Feb
BMW,520,7100,sedan,313,2,Gas,1997,rear,Mar
Lexus,GX,21900,crossover,160,4.7,Petrol,2004,full,Apr
Land Rover,Range Rover,103999,crossover,39,5,Other,2013,full,May
Opel,Combo ïàññ.,5400,vagon,213,1.7,Diesel,2004,front,Jun
VAZ,2110,3800,sedan,98,1.6,Petrol,2006,front,Jul
UAZ,31512,2500,crossover,1,2.4,Petrol,1995,full,Aug
Toyota,Rav 4,29000,vagon,60,2.2,Diesel,2013,full,Sep
ËUAZ,1302,3500,crossover,37,1.2,Gas,1994,full,Oct
VAZ,2109,2500,hatch,57,1.5,Petrol,2001,front,Nov
Nissan,Qashqai,16700,crossover,79,2,Gas,2012,full,Dec
VAZ,2110,3500,sedan,165,1.5,Petrol,2007,front,Jan
BMW,528,8999,sedan,270,2.8,Petrol,1998,rear,Feb
Audi,A8,2800,sedan,230,2.8,Petrol,1997,front,Mar
Citroen,Xsara Picasso,6300,van,137,2,Gas,2003,front,Apr
Nissan,Qashqai+2,16700,crossover,79,2,Gas,2012,full,May
Fisker,Karma,9200,other,100,2.27,Other,2001,front,Jun
Mitsubishi,Galant,8100,sedan,112,2.4,Petrol,2007,front,Jul
Toyota,Corolla,1750,hatch,270,1.6,Petrol,1985,front,Aug
Land Rover,Range Rover Sport,44500,crossover,64,5,Petrol,2011,full,Sep
Nissan,Qashqai,25800,crossover,96,1.6,Diesel,2014,front,Oct
Honda,CR-V,40900,crossover,93.5,1.6,Diesel,2016,full,Nov
Renault,Kangoo ãðóç.,7700,van,128,1.5,Diesel,2012,front,Dec
Kia,Clarus,2800,sedan,250,1.8,Petrol,1997,front,Jan
Chevrolet,Niva,4300,crossover,150,1.7,Petrol,2004,full,Feb
ZAZ,Vida,6400,hatch,100,1.4,Petrol,2012,front,Mar
Mercedes-Benz,Sprinter 313 ãðóç.,8800,other,575,2.2,Diesel,2006,rear,Apr
Volkswagen,Passat B4,3800,sedan,300,2.8,Gas,1996,front,May
Volkswagen,T3 (Transporter),1450,van,100,1.6,Diesel,1988,front,Jun
BMW,X3,47300,crossover,10,2,Diesel,2016,full,Jul
VAZ,21093,3600,hatch,62,1.6,Petrol,2008,front,Aug
BMW,525,3990,sedan,350,2.5,Petrol,1995,rear,Sep
Ford,Probe,3900,other,260,2.2,Petrol,1991,front,Oct
Chrysler,Grand Voyager,3900,van,400,2.5,Diesel,2003,front,Nov
Peugeot,107,8200,hatch,34,1,Petrol,2013,front,Dec
Opel,Omega,4699,sedan,302,2.5,Gas,1997,rear,Jan
Dacia,Solenza,1852.5,sedan,200,1.4,Petrol,2003,front,Feb
Volkswagen,Passat B7,5000,sedan,81,1.81,Other,2013,front,Mar
Audi,A4,12000,sedan,9,2.23,Petrol,2015,front,Apr
Nissan,Primera,2900,sedan,300,2,Petrol,1995,front,May
Peugeot,107,7700,hatch,39,1,Petrol,2012,front,Jun
Mercedes-Benz,E-Class,7000,sedan,230,2,Gas,2000,rear,Jul
Daewoo,Lanos,3900,sedan,123,1.49,Gas,2007,front,Aug
Geely,CK,3200,sedan,23,1.5,Other,2013,front,Sep
Mazda,3,7500,hatch,144,1.66,Petrol,2006,front,Oct
Nissan,Pathfinder,17900,crossover,115,2.5,Diesel,2009,full,Nov
Renault,Grand Scenic,8300,van,195,1.5,Diesel,2013,front,Dec
Renault,Megane,10900,vagon,180,1.5,Diesel,2012,front,Jan
Toyota,Fortuner,14900,crossover,124,4,Petrol,2006,full,Feb
Hyundai,i30,11999,vagon,55,1.6,Diesel,2012,front,Mar
Mitsubishi,L 200,2020,other,90,2.49,Other,2008,full,Apr
Opel,Astra G,1399,vagon,267,1.7,Diesel,1998,front,May
Audi,Q7,18800,crossover,197,4.2,Petrol,2007,full,Jun
Hyundai,IX35,5850,crossover,20,2,Diesel,2014,full,Jul
Porsche,Cayenne,20500,crossover,195,3.6,Other,2007,full,Aug
Geely,MK Cross,5350,hatch,51,1.5,Petrol,2012,front,Sep
Volkswagen,Passat B2,2850,vagon,450,1.6,Diesel,1988,front,Oct
Honda,Accord,15200,other,90,3.5,Gas,2008,front,Nov
Kia,Ceed,8400,hatch,94,1.6,Diesel,2007,front,Dec
Nissan,Leaf,4000,hatch,18,0.56,Other,2015,front,Jan
Mercedes-Benz,Sprinter 319 ïàññ.,169000,van,1,3,Diesel,2014,full,Feb
Nissan,Leaf,3800,hatch,21,0.56,Other,2013,front,Mar
Daewoo,Sens,3950,sedan,67,1.3,Petrol,2010,front,Apr
Mazda,CX-7,13300,crossover,122,2.3,Gas,2010,full,May
Geely,MK,4250,sedan,80,1.6,Petrol,2008,front,Jun
VAZ,2101,666.9,sedan,70,1.3,Petrol,1983,rear,Jul
Opel,Astra H,7900,vagon,100,1.3,Diesel,2010,front,Aug
Ford,Focus,8000,sedan,107,1.6,Petrol,2008,front,Sep
VAZ,2111,3650,vagon,118,1.6,Petrol,2006,front,Oct
Hyundai,Accent,5700,sedan,118,1.4,Petrol,2007,front,Nov
VAZ,2115,3500,sedan,108,1.6,Petrol,2008,front,Dec
Chery,QQ,3550,hatch,65,0.8,Petrol,2006,front,Jan
Kia,Magentis,8500,sedan,117,2,Diesel,2007,front,Feb
SsangYong,Actyon Sports,8500,other,102,2,Diesel,2009,full,Mar
Ford,Fiesta,10000,hatch,19,1,Petrol,2013,front,Apr
Renault,Kangoo ãðóç.,6750,van,155,1.5,Diesel,2012,front,May
BMW,X5 M,55500,crossover,90,3,Diesel,2013,full,Jun
Skoda,Superb,12555,sedan,116,1.8,Petrol,2009,front,Jul
Daewoo,Espero,3500,sedan,341,99.99,Petrol,1996,front,Aug
Volkswagen,Touareg,35999,crossover,84,3,Diesel,2011,full,Sep
